饥渴	jike
真情	vfqk
真巧	vfqn
真切	vfqp
阵容	vfrs
执法如山	vfru
振奋人心	vfrx
真丝	vfsi
诊所	vfso
枕套	vftc
侦探	vftj
阵痛	vfts
枕头	vftz
真傻	vfua
真少	vfuc
震慑	vfue
镇上	vfuh
真实	vfui
镇守	vfuz
真身	vfuf
镇宅	vfvd
阵阵	vfvf
真正	vfvg|vv
真准	vfvy
镇长	vfvh
真挚	vfvi
斟酌	vfvo
珍重	vfvs
珍珠	vfvu
阵亡	vfwh
珍玩	vfwj
真伪	vfww
真心	vfxb
针锋相对	vfxd
珍惜	vfxi
振兴	vfxk
真相	vfxl
阵线	vfxm
珍馐	vfxq
甄选	vfxr
真凶	vfxs
朝发夕至	vfxv
镇压	vfya
针眼	vfyj
阵营	vfyk
枝繁叶茂	vfym
真元	vfyr
阵雨	vfyu
振作	vfzo|vfz
照方子抓药	vfzy
赈灾	vfzd
镇子	vfzi
政法大学	vfdx
治国安邦	vgab
治国安民	vgam
争霸	vgba
正本	vgbf
正比	vgbi
正版	vgbj
征兵	vgbk
争辩	vgbm
珠光宝气	vgbq
猪狗不如	vgbr
正步	vgbu
正北	vgbw
政策	vgce
证词	vgci
正餐	vgcj
睁大	vgda
正道	vgdc
征得	vgde
种瓜得瓜	vgdg
枕戈待旦	vgdd
正当	vgdh
征订	vgdk
整点	vgdm
征调	vgdn
争夺	vgdo
争端	vgdr
正对	vgdv
整顿	vgdy
争斗	vgdz
这个倒是	vgdu
蒸发	vgfa
正反	vgfj
政府	vgfu
整个	vgge|vgg
征稿	vggc
整改	vggd
直勾勾	vggz
政纲	vggh
争光	vggl
整蛊	vggu
正规	vggv
正好	vghc|vgh
整合	vghe
征婚	vghy
症候	vghz
争吵	vgic
整车	vgie
征尘	vgif
征程	vgig
正常	vgih
争创	vgil
追根究底	vgjd
征集	vgji
正经	vgjk
证件	vgjm
整洁	vgjp
拯救	vgjq
证据	vgju
睁开	vgkd|vgk
政客	vgke
蒸烤	vgkc
整块	vgkk
整垮	vgkx
张冠李戴	vgld
整理	vgli
政令	vglk
诸葛亮	vgll
蒸馏	vglq
蒸笼	vgls
争论	vgly
证明	vgmk|vgm
正码	vgma
正门	vgmf
正面	vgmm
狰狞	vgnk|vgn
正南	vgnj
正浓	vgns
主观能动性	vgnx
正品	vgpb
正派	vgpd|vgp
整盘	vgpj
整篇	vgpm
整批	vgpi
整齐	vgqi
争抢	vgql
挣钱	vgqm
正巧	vgqn
征求	vgqq
证券	vgqr
争取	vgqu
趾高气扬	vgqy
这个人	vgr
证人	vgrf
整日	vgri
整容	vgrs
正如	vgru
蒸肉	vgrz
正该如此	vgrc
中国人民	vgrm
正色	vgse|vgs
整肃	vgsu
追根溯源	vgsy
整套	vgtc
蒸腾	vgtg
整体	vgti
政坛	vgtj
正厅	vgtk
整天	vgtm
整条	vgtn
挣脱	vgto
正统	vgts
正途	vgtu
转过头去	vgtq
转过头来	vgtl
政审	vguf
正式	vgui
震古烁今	vguj
转过身来	vgul
证书	vguu
征税	vguv
征收	vguz
转过身去	vguq
这个时候	vguh
挣扎	vgva
征兆	vgvc
知根知底	vgvd
争着	vgve
整整	vgvg
政治	vgvi
征战	vgvj
症状	vgvl
正传	vgvr
郑重	vgvs
至关重要	vgvy
郑州	vgvz
中国政府	vgvf
正文	vgwf
这个问题	vgwt
中国文学	vgwx
整晚	vgwj
政务	vgwu
政委	vgww
整形	vgxk
正想	vgxl
争先	vgxm
政协	vgxp
整修	vgxq
争雄	vgxs
征询	vgxy
朝过夕改	vgxg
众寡悬殊	vgxu
正要	vgyc
忠肝义胆	vgyd
整夜	vgye
正义	vgyi
睁眼	vgyj
征用	vgys
正月	vgyt
这个字	vgzi
正在	vgzd|vz|vgz
正则	vgze
正宗	vgzs
中国人民大学	vgrx
中国银行	vgyh
障碍	vhai
账本	vhbf
专横跋扈	vhbh
长膘	vhbn
账簿	vhbu
长辈	vhbw
账册	vhce|vhc
长大	vhda
涨到	vhdc
掌灯	vhdg
账单	vhdj
掌舵	vhdo
涨跌	vhdp
章法	vhfa
账房	vhfh
丈夫	vhfu
掌管	vhgr
掌故	vhgu
掌柜	vhgv
账号	vhhc|vhh
涨红	vhhs
账户	vhhu
长出	vhiu
涨潮	vhic
章程	vhig
长进	vhjb
章节	vhjp
涨价	vhjx
张开	vhkd
张狂	vhkl
账款	vhkr
掌控	vhks
张口	vhkz
长老	vhlc
涨了	vhle
蟑螂	vhlh
账龄	vhlk
丈量	vhll
张罗	vhlo
张力	vhli
掌门	vhmf
长满	vhmj
账面	vhmm
账目	vhmu
中华民族	vhmz
中华民国	vhmg
樟脑	vhnc
长女	vhnv
帐篷	vhpg|vhp
长胖	vhph
胀气	vhqi
掌权	vhqr
直呼其名	vhqm
沾花惹草	vhrc
指挥若定	vhrd
丈人	vhrf
中华人民共和国	vhrg
中华人民	vhrm
震撼人心	vhrx
长肉	vhrz
长孙	vhsy|vhs
张三	vhsj
涨停	vhtk|vht
账套	vhtc
张贴	vhtp
胀痛	vhts
这回事	vhu
这话说的	vhud
掌勺	vhuc
掌声	vhug
掌上	vhuh
涨势	vhui
仗着	vhve|vhv
掌中	vhvs
之乎者也	vhvy
张望	vhwh
账务	vhwu
正合我意	vhwy
掌心	vhxb
长相	vhxl
彰显	vhxm
长兄	vhxs
朝花夕拾	vhxu
张扬	vhyh|vhy
长牙	vhya
仗义	vhyi
章鱼	vhyu
长幼	vhyz
张嘴	vhzv|vhz
长在	vhzd
长子	vhzi
中和作用	vhzy
挚爱	viai
治安	vian
直白	vibd
直奔	vibf
纸币	vibi
纸杯	vibw
值班	vibj
治病	vibk
质变	vibm
指标	vibn
直播	vibo
止步	vibu
忠臣不事二主	vibv
制裁	vicd
之策	vice
至此	vici
致残	vicj
直达	vida
纸袋	vidd
值得	vide
质地	vidi
指定	vidk
指点	vidm
之多	vido
止跌	vidp
制度	vidu
智斗	vidz
侄儿	vier
支付	vifu
执法	vifa
之分	viff
指缝	vifg
脂肪	vifh
直飞	vifw
知否	vifz
之歌	vige
质感	vigj
只怪	vigk
之光	vigl
治国	vigo
直观	vigr
职工	vigs
桎梏	vigu
只给	vigw
展翅高飞	vigf
只好	vihc
制衡	vihg
支行	vihh
朱唇皓齿	vihi
致函	vihj
置换	vihr
知乎	vihu
之后	vihz
直陈	viif
支撑	viig
支持	viii|vi
痔疮	viil
直冲	viis
指出	viiu
职场	viih
至今	vijb
知己	viji
直降	vijl
直径	vijk
之间	vijm
指教	vijn
直接	vijp|vj
直觉	vijt
指甲	vijx
中产阶级	vijj
终成眷属	viju
知耻近乎勇	vijy
只看	vikj
止咳	vike
只肯	vikf
直快	vikk
指控	viks
舟车劳顿	vild
制冷	vilg
治理	vili
指令	vilk
质量	vill
治疗	viln
直落	vilo
之列	vilp
滞留	vilq
之路	vilu
支持率	vilv
之类	vilw
芝麻	vima
殖民	vimb
只卖	vimd
之门	vimf
致命	vimk
直面	vimm
之母	vimu
智谋	vimz
智能	ving|vin
滞纳	vina
稚嫩	vinf
智囊	vinh
指南	vinj
执念	vinm
执拗	vinq
侄女	vinv
之内	vinw
制品	vipb
指派	vipd
只盼	vipj
只凭	vipk
制片	vipm
支票	vipn
质朴	vipu
支配	vipw
执勤	viqb
志气	viqi
知情	viqk
咫尺千里	viql
之前	viqm
只求	viqq
职权	viqr
支取	viqu
炙热	vire
只认	virf
之日	viri
植入	viru
止损	visy
治丧	vish
止疼	vitg
肢体	viti
只听	vitk
纸条	vitn
直通	vits
制图	vitu
咫尺天涯	vity
指头	vitz
至少	viuc
直射	viue
只剩	viug
之上	viuh
直率	viuk
直爽	viul
直说	viuo
指数	viuu
制售	viuz
执照	vivc
指摘	vivd
智者	vive
指针	vivf
执政	vivg
智障	vivh
直至	vivi
之战	vivj
执着	vivo
之中	vivs
蜘蛛	vivu
直追	vivv
只准	vivy
之外	viwd
指纹	viwf
指望	viwh
植物	viwu
职位	viww
知心	vixb
窒息	vixi
执行	vixk
只想	vixl
直线	vixm
知晓	vixn
致谢	vixp
之选	vixr
止血	vixt
秩序	vixu
之下	vixx
质询	vixy
质押	viya
指引	viyb
只要	viyc
职业	viye
止痒	viyh
之一	viyi
直言	viyj
支援	viyr
只用	viys
制约	viyt
至于	viyu
只有	viyz
筑巢引凤	viyf
张弛有度	viyd
制造	vizc
旨在	vizd
职责	vize
侄子	vizi
制作	vizo
知足	vizu
至尊	vizy
沾边	vjbm
正经八百	vjbb
战报	vjbc
战败	vjbd
占比	vjbi
真金不怕火炼	vjbl
真金白银	vjby
展播	vjbo
占卜	vjbu
招架不住	vjbv
战备	vjbw
斩仓	vjch
栈道	vjdc
占地	vjdi
站点	vjdm
斩断	vjdr
战斗	vjdz
战队	vjdv
战法	vjfa
绽放	vjfh
战犯	vjfj
战俘	vjfu
芝加哥	vjge|vjg
站岗	vjgh
沾光	vjgl
战国	vjgo
展馆	vjgr
战鼓	vjgu
这句话	vjhx|vjh
战壕	vjhc
战火	vjho
展会	vjhv
战后	vjhz
战车	vjie
战场	vjih
展翅	vjii
战船	vjir
展出	vjiu
占尽	vjjb
战绩	vjji
湛江	vjjl
战舰	vjjm
占据	vjju
捉襟见肘	vjjv
展开	vjkd|vjk
战况	vjkl
直截了当	vjld
占了	vjle
站立	vjli
展览	vjlj
占领	vjlk
粘连	vjlm
绽裂	vjlp
战乱	vjlr
战略	vjlt
展露	vjlu
煮酒论英雄	vjlx
中坚力量	vjll
战马	vjma
炸酱面	vjmm
这几年	vjnm|vjn
真假难辨	vjnb
站牌	vjpd
展品	vjpb
战袍	vjpc
战平	vjpk
站票	vjpn
站起	vjqi|vjq
展区	vjqu
证据确凿	vjqz
沾染	vjrj
战死	vjsi
这几天	vjtm|vjt
站台	vjtd
展厅	vjtk
粘贴	vjtp
斩杀	vjua
战神	vjuf
战胜	vjug
站上	vjuh
展示	vjui
斩尽杀绝	vjuj
只见树木	vjum
战术	vjuu
斩首	vjuz
站着	vjve
战争	vjvg|vjv
知己知彼	vjvb
战阵	vjvf
站桩	vjvl
站长	vjvh
辗转	vjvr
站住	vjvu
站稳	vjwf
展望	vjwh
站务	vjwu
占位	vjww
至今为止	vjwv
正襟危坐	vjwz
崭新	vjxb
站相	vjxl
展现	vjxm
展销	vjxn
折节下士	vjxu
展业	vjye
展映	vjyk
瞻仰	vjyh
战役	vjyi
转基因	vjyb
占用	vjys
占有	vjyz
站在	vjzd|vjz
珠江三角洲	vjsv
浙江大学	vjdx
中看不中用	vkby|vkb
张口结舌	vkju
逐客令	vklk|vkl
众口难调	vknt
拽起	vkqi|vkq
这可是	vkui|vku
众口铄金	vkuj
准考证	vkvg|vkv
拽住	vkvu
拽拽	vkvk
重口味	vkww|vkw
真可谓是	vkwu
只可惜	vkxi|vkx
中科院	vkyr|vky
众口一词	vkyc
只可意会	vkyh
只可意会，不可言传	vkyi
睁开眼睛	vkyj
装备	vlbw|vlb
珠联璧合	vlbh
装扮	vlbj
装病	vlbk
装裱	vlbn
装逼	vlbi
争论不休	vlbx
壮大	vlda
撞到	vldc
装袋	vldd
壮胆	vldj
装订	vldk
撞断	vldr
装懂	vlds
中流砥柱	vldv
竹篮打水	vldu
装点	vldm
装疯	vlfg
撞翻	vlfj
振聋发聩	vlfk
状告	vlgc
壮观	vlgr
装怪	vlgk
庄股	vlgu
重力感应	vlgy
纸老虎	vlhu|vlh
装好	vlhc
壮汉	vlhj
装潢	vlhl
装货	vlho
装出	vliu
装进	vljb
撞击	vlji
撞见	vljm
壮举	vlju
庄家	vljx
株连九族	vljz
状况	vlkl|vlk
撞开	vlkd
壮丽	vlli
撞脸	vllm
壮烈	vllp
装满	vlmj
斩落马下	vlmx
朝令暮改	vlmg
壮美	vlmw
至理名言	vlmy
指路明灯	vlmd
这两年	vln
壮年	vlnm
撞破	vlpo
支离破碎	vlps
装配	vlpw
战利品	vlpb
撞墙	vlql|vlq
装穷	vlqs
撞人	vlrf
妆容	vlrs
撞死	vlsi|vls
装蒜	vlsr
撞碎	vlsv
这两天	vltm|vlt
状态	vltd
崭露头角	vltj
蒸馏水	vlu
装傻	vlua
装上	vluh
装饰	vlui
装束	vluu
装睡	vluv
周六周日	vlvr
装着	vlve
撞针	vlvf
装置	vlvi
转来转去	vlvq
庄重	vlvs
庄主	vlvu
逐鹿中原	vlvy
皱了皱眉	vlvm
皱了皱眉头	vlvt
指鹿为马	vlwm
装修	vlxq|vlx
朝令夕改	vlxg
壮行	vlxk
装箱	vlxl
装卸	vlxp
装下	vlxx
致力于	vly
壮阳	vlyh
庄严	vlyj
状元	vlyr
状语	vlyu
钟灵毓秀	vlyx
装运	vlyy
装有	vlyz
转了一圈	vlyq
装作	vlzo|vlz
庄子	vlzi
装载	vlzd
壮族	vlzu
装聋作哑	vlzy
这么笨	vmbf|vmb
执迷不悟	vmbw
捉摸不透	vmbt
捉迷藏	vmch|vmc
这么多	vmdo|vmd
这么大	vmda
知名度	vmdu
殖民地	vmdi
争名夺利	vmdl
这么多年	vmdn
这么多人	vmdr
专卖店	vmdm
指名道姓	vmdx
这么贵	vmgv|vmg
芝麻官	vmgr
这么好	vmhc|vmh
照猫画虎	vmhh
这么回事	vmhu
这么丑	vmiz
这么差	vmia
这么久	vmjq|vmj
这么简单	vmjd
真没劲	vmjb
朱门酒肉臭	vmji
这么快	vmk
众目睽睽	vmkk
这么懒	vml
直冒冷汗	vmlh
珠穆朗玛峰	vmlf
钟鸣漏尽	vmlj
珠穆朗玛	vmlm
这么慢	vmmj|vmm
这么麻烦	vmmf
这么猛	vmmg
这么难	vmnj|vmn
丈母娘	vmnl
这么胖	vmph|vmp
这么巧	vmqn|vmq
掌门人	vmrf|vmr
皱眉头	vmtz|vmt
这么说	vmuo|vmu
这么少	vmuc
这么爽	vmul
中美洲	vmvz|vmv
殖民主义	vmvy
这么晚	vmwj|vmw
这么小	vmxn
这么想	vmxl|vmx
这么凶	vmxs
这么远	vmyr|vmy
这么早	vmzc|vmz
装模作样	vmzy
琢磨琢磨	vmvm
执牛耳	vner|vne
知难而进	vnej
知难而退	vnet
知难而上	vneu
中南海	vnhd|vnh
乍暖还寒	vnhh
滞纳金	vnjb|vnj
终南捷径	vnjj
众怒难犯	vnnf
重男轻女	vnqn
智囊团	vntr
只能说	vnuo|vnu
之能事	vnui
指南针	vnvf|vnv
转念一想	vnyx
桌布	vobu|vob
捉到	vodc
捉对	vodv
捉虫	vois|voi
拙荆	vojk
捉奸	vojm
浊酒	vojq
卓绝	vojt
着力	voli
酌量	voll
着落	volo
拙劣	volp
着陆	volu
桌面	vomm
琢磨	vomo|zomo
捉弄	vons|von
捉拿	vona
桌球	voqq|voq
浊气	voqi
酌情	voqk
灼热	vore
卓然	vorj
着色	vose
灼痛	vots|vot
桌上	vouh
着实	voui
着手	vouz
灼烧	vouc
着重	vovs|vov
着装	vovl
灼灼	vovo
捉住	vovu
着想	voxl|vox
浊音	voyb
桌椅	voyi
着眼	voyj
卓越	voyt
桌子	vozi|voz
拙作	vozo
捉贼	vozw
制片人	vprf|vpr
众叛亲离	vpql
真凭实据	vpuj
中篇小说	vpxu
占便宜	vpyi|vpy
只怕有心人	vpyr
知其不可而为之	vqbv|vqb
沾亲带故	vqdg
只欠东风	vqdf
争权夺利	vqdl
争奇斗艳	vqdy
支气管	vqg
瞻前顾后	vqgh
至亲骨肉	vqgr
争强好胜	vqhu
整齐划一	vqhy
中秋节	vqjp|vqj
中情局	vqju
正气凛然	vqlr
朝秦暮楚	vqmi
朝气蓬勃	vqpb
珍禽奇兽	vqqu
知其然	vqrj|vqr
知其所以然	vqsr|vqs
赵钱孙李	vqsl
知情识趣	vquq
准确性	vqx
志趣相投	vqxt
周期性	vqxk
知其一	vqyi|vqy
终其一生	vqyu
装腔作势	vqzu
专案	vran
转变	vrbm|vrb
终日奔波	vrbb
专版	vrbj
转播	vrbo
真人不露相	vrbx
转存	vrcy|vrc
诸如此类	vrcl
转到	vrdc
转达	vrda
专递	vrdi
赚点	vrdm
专断	vrdr
转动	vrds
遮人耳目	vrem
转而	vrer
转发	vrfa
专访	vrfh
转告	vrgc|vrg
专攻	vrgs
转岗	vrgh
专干	vrgj
转过	vrgo
专管	vrgr
专柜	vrgv
转给	vrgw
转圜	vrh
转换	vrhr
转好	vrhc
专横	vrhg
转行	vrhh
转回	vrhv
转化	vrhx
专车	vrie
专程	vrig
专长	vrih
转产	vrij
转出	vriu
专家	vrjx|vrj
专辑	vrji
专拣	vrjm
转交	vrjn
转接	vrjp
正人君子	vrjz
众人皆知	vrjv
专科	vrke
专刊	vrkj
砖块	vrkk
转款	vrkr
转口	vrkz
指日可待	vrkd
赚了	vrle|vrl
转来	vrld
专利	vrli
专栏	vrlj
专列	vrlp
转录	vrlu
专门	vrmf|vrm
专卖	vrmd
郑人买履	vrml
转念	vrnm|vrn
转暖	vrnr
转盘	vrpj|vrp
赚钱	vrqm|vrq
转强	vrql
转圈	vrqr
赚取	vrqu
专人	vrrf
转让	vrrh
昭然若揭	vrrj
转弱	vrro
转入	vrru
转送	vrss|vrs
转速	vrsu
峥嵘岁月	vrsy
专题	vrti
转托	vrto
转帖	vrtp
砖头	vrtz
专杀	vrua
专设	vrue
转身	vruf
转生	vrug
转世	vrui
专擅	vruj
知人善任	vrur
专属	vruu
转瞬	vruy
转手	vruz
转折	vrve
逐日追风	vrvf
转正	vrvg
转账	vrvh
专职	vrvi
转战	vrvj
转转	vrvr
专注	vrvu
知人知面不知心	vrvx
转轴	vrvz
直人直语	vrvy
转弯	vrwj
砖瓦	vrwa
撰文	vrwf
助人为乐	vrwl
置若罔闻	vrww
专心	vrxb
转型	vrxk
转向	vrxl
专线	vrxm
撰写	vrxp
专修	vrxq
转学	vrxt
砖窑	vryc
置人于死地	vryd
专业	vrye
转移	vryi
转眼	vryj
专营	vryk
专员	vryr
专用	vrys
转运	vryy
转悠	vryz
转载	vrzd
专责	vrze
钟爱	vsai|vsa
钟摆	vsbd
重磅	vsbh
重病	vsbk
钟表	vsbn
中波	vsbo
中部	vsbu
至死不渝	vsby
至死不悟	vsbw
种菜	vscd
中层	vscg
重仓	vsch
中餐	vscj
重大	vsda
中等	vsdg
中档	vsdh
种地	vsdi
重担	vsdj
中德	vsde
重点	vsdm
众多	vsdo
中断	vsdr
中东	vsds
中毒	vsdu
中队	vsdv
中俄	vsee|vse
中方	vsfh|vsf
中饭	vsfj
中法	vsfa
中锋	vsfg
中非	vsfw
至死方休	vsfx
中国	vsgo|vsg
忠告	vsgc
中共	vsgs
终归	vsgv
中行	vshh
中韩	vshj
重活	vsho
中华	vshx
忠魂	vshy
忠厚	vshz
忠诚	vsig|vsi
众筹	vsiz
忠臣	vsif
中场	vsih
重创	vsil
重金	vsjb
中级	vsji
中奖	vsjl
中间	vsjm
中介	vsjp
终究	vsjq
中肯	vskf|vsk
中考	vskc
肿块	vskk
钟馗	vskv
终老	vslc
中立	vsli
重量	vsll
终了	vsln
忠烈	vslp
肿瘤	vslq
张三李四	vsls
中路	vslu
种类	vslw
中美	vsmw
种马	vsma
指桑骂槐	vsmh
蛛丝马迹	vsmj
朝三暮四	vsms
朝思暮想	vsmx
中年	vsnm|vsn
众怒	vsnu
中欧	vsou
中排	vspd
中盘	vspj
中篇	vspm
中期	vsqi|vsq
钟情	vsqk
中枪	vsql
中签	vsqm
中秋	vsqq
重拳	vsqr
众人	vsrf
中日	vsri
中途	vstu|vst
中听	vstk
中堂	vsth
种田	vstm
重托	vsto
肿痛	vsts
钟头	vstz
终身	vsuf
终生	vsug
重伤	vsuh
重视	vsui
中山	vsuj
中暑	vsuu
中招	vsvc
肿胀	vsvh
忠贞	vsvf
终止	vsvi
中转	vsvr
种种	vsvs
众所周知	vsvv
中外	vswd
中文	vswf
中午	vswu
重心	vsxb
中邪	vsxp
中西	vsxi
中性	vsxk
中线	vsxm
中学	vsxt
终须	vsxu
种下	vsxx
中旬	vsxy
之所以	vsy
重要	vsyc
中叶	vsye
中央	vsyh
中亚	vsya
中医	vsyi
忠言	vsyj
中英	vsyk
中原	vsyr
重用	vsys
终于	vsyu
重音	vsyb
种子	vszi
重罪	vszv
种族	vszu
珠胎暗结	vtaj
涨停板	vtbj|vtb
遮天蔽日	vtbr
招投标	vtbn
志同道合	vtdh
转托管	vtgr|vtg
遮天盖地	vtgd
债台高筑	vtgv
直通车	vtie|vti
状态栏	vtlj|vtl
这条路	vtlu
猪头肉	vtrz|vtr
政通人和	vtrh
长他人志气	vtrq
长他人志气，灭自己威风	vtrf
直挺挺	vttk|vtt
獐头鼠目	vtum
重头戏	vtxi|vtx
驻港	vugh
正式版	vub
珠宝	vubc
主笔	vubi
主办	vubj
驻兵	vubk
主编	vubm
主播	vubo
逐步	vubu
注册	vuce
贮藏	vuch
主次	vuci
贮存	vucy
主打	vuda
主导	vudc
驻地	vudi
注定	vudk
主调	vudn
知书达理	vudl
住店	vudm
诸多	vudo
主动	vuds
猪肚	vudu
壮士断腕	vudw
纸上得来终觉浅	vudq
只是当时已惘然	vudr
竹筏	vufa
珠峰	vufg
住房	vufh
煮饭	vufj
祝福	vufu
煮沸	vufw
众说纷纭	vufy
知识分子	vufz
诸葛	vuge
猪肝	vugj
烛光	vugl
主管	vugr
主顾	vugu
住过	vugo
助攻	vugs
竹棍	vugy
猪狗	vugz
珠海	vuhd
祝贺	vuhe
逐行	vuhh
指手画脚	vuhj
烛火	vuho
住户	vuhu
驻华	vuhx
主婚	vuhy
诸侯	vuhz
筑巢	vuic
铸成	vuig
主场	vuih
主持	vuii
助产	vuij
装傻充愣	vuil
蛀虫	vuis
住处	vuiu
朱唇	vuiy
主机	vuji
直抒己见	vujj
驻京	vujk
珠江	vujl
逐渐	vujm
注解	vujp
猪圈	vujr
主角	vujt
转瞬即逝	vuju
住家	vujx
驻军	vujy
猪脚	vujn
只是近黄昏	vujh
转身就走	vujz
主控	vuks
主考	vukc
竹筷	vukk
竹筐	vukl
炙手可热	vukr
竹林	vulb
助理	vuli
竹篮	vulj
株连	vulm
猪猡	vulo
主流	vulq
逐鹿	vulu
烛泪	vulw
注明	vumk
猪毛	vumc
朱门	vumf
注满	vumj
瞩目	vumu
主谋	vumz
朝生暮死	vums
猪脑	vunc
装神弄鬼	vung
逐年	vunm
主频	vupb
助跑	vupc
猪排	vupd
猪皮	vupi
主仆	vupu
竹签	vuqm
主权	vuqr
朱雀	vuqt
置身其中	vuqv
主任	vurf
逐日	vuri
助燃	vurj
注入	vuru
猪肉	vurz
掌声如雷	vurl
正是如此	vurc
粥少僧多	vusd
蛛丝	vusi
住所	vuso
珠算	vusr
住宿	vusu
竹笋	vusy
烛台	vutd
主题	vuti
主推	vutv
逐条	vutn
嘱托	vuto
铸铁	vutp
竹筒	vuts
猪头	vutz
煮汤	vuth
肇事逃逸	vuty
纸上谈兵	vutb
注射	vuue
注视	vuui
主帅	vuuk
煮熟	vuuu
置身事外	vuuw
助手	vuuz
朱砂	vuua
驻扎	vuva
住宅	vuvd
柱状	vuvl
主抓	vuvx
只手遮天	vuvt
助阵	vuvf
主张	vuvh
住址	vuvi
至善至美	vuvm
注重	vuvs
株洲	vuvz
驻外	vuwd
这山望着那山高	vuwg
主卧	vuwo
诸位	vuww
真实性	vux
猪心	vuxb
助学	vuxt
主席	vuxi
助兴	vuxk
逐项	vuxl
主线	vuxm
注销	vuxn
主修	vuxq
主选	vuxr
直抒胸臆	vuxy
真实写照	vuxv
蛀牙	vuya
注音	vuyb
主要	vuyc
主页	vuye
注意	vuyi
主演	vuyj
壮士一去兮不复返	vuyf
主营	vuyk
住院	vuyr
主语	vuyu
猪油	vuyz
铸造	vuzc
主宰	vuzd
植树造林	vuzl
著作	vuzo
驻足	vuzu
住嘴	vuzv
中山大学	vudx
招商银行	vuyh
正准备	vvbw|vvb
惴惴不安	vvba
忠贞不二	vvbe
置之不理	vvbl
追捕	vvbu
忠贞不渝	vvby
转折点	vvdm|vvd
追打	vvda
追悼	vvdc
指指点点	vvdd
整装待发	vvdf
坠地	vvdi
置之度外	vvdw
辗转反侧	vvfc
追风	vvfg
追高	vvgc|vvg
追赶	vvgj
转折关头	vvgt
坠海	vvhd
追回	vvhv
政治化	vvhx
追查	vvia|vvi
支柱产业	vviy
追偿	vvih
众志成城	vvii
茁壮成长	vviv
谆谆教诲	vvjh
照照镜子	vvjz
追击	vvji
真真假假	vvjj
追缴	vvjn
追究	vvjq
智者见智	vvjv
追加	vvjx
追剧	vvju
直至今日	vvjr
坠落	vvlo|vvl
追来	vvld
壮志凌云	vvly
坠楼	vvlz
朝朝暮暮	vvmm
占着茅坑不拉屎	vvmu
置之脑后	vvnh
辗转难眠	vvnm
追捧	vvpg|vvp
战争片	vvpm
追求	vvqq|vq|vvq
郑重其事	vvqu
只知其一	vvqy
只知其一不知其二	vvqe
追认	vvrf
坠入	vvru
赘肉	vvrz
置之死地	vvsd
追思	vvsi
追索	vvso
追溯	vvsu
追随	vvsv
政治体制	vvtv
锥体	vvti
铮铮铁骨	vvtg
这种事	vvui|vvu
追杀	vvua
追上	vvuh
扎扎实实	vvuu
追涨杀跌	vvud
站着说话不嫌腰疼	vvut
追逐	vvvu|vvv
追着	vvve
追涨	vvvh
真知灼见	vvvj
追债	vvvd
重中之重	vvvv
只争朝夕	vvvx
追尾	vvww|vvw
追问	vvwf
壮志未酬	vvwi
助纣为虐	vvwn
正直无私	vvws
知之为知之	vvwv
追星	vvxk
追寻	vvxy
正中下怀	vvxh
政治学家	vvxj
睁只眼闭只眼	vvy
振振有词	vvyc
追忆	vvyi
坠崖	vvya
睁着眼睛	vvyj
只重衣衫不重人	vvyr
遮遮掩掩	vvyy
政治运动	vvyd
睁着眼睛说瞎话	vvyh
置之一笑	vvyx
追踪	vvzs
追赃	vvzh
坠子	vvzi
沾沾自喜	vvzx
浊者自浊	vvzv
中文版	vwbj|vwb
战无不胜	vwbu
知无不言	vwby
珠围翠绕	vwcr
中文大学	vwdx
爪哇岛	vwdc
朝闻道，夕死可矣	vwdy
站稳脚跟	vwjg
转弯抹角	vwmj
支吾其词	vwqc
债务人	vwr
植物人	vwrf
众望所归	vwsg
周吴郑王	vwvw
转危为安	vwwa
朝闻夕死	vwxs
抓捕	vxbu
忠孝不能两全	vxbq
锥心刺骨	vxcg
抓到	vxdc|vxd
真相大白	vxdb
周旋到底	vxdd
正相反	vxfj
照相馆	vxgr|vxg
忠心耿耿	vxgg
主心骨	vxgu
轴心国	vxgo
这些话	vxhx
中西合璧	vxhb
抓好	vxhc
抓痕	vxhf
抓获	vxho
知行合一	vxhy
真心诚意	vxiy
照相机	vxji|vxj
抓紧	vxjb
哲学家	vxjx
抓阄	vxjq
秩序井然	vxjr
抓举	vxju
抓狂	vxkl|vxk
争先恐后	vxkh
主旋律	vxlv
这些年	vxnm|vxn
抓挠	vxnc
这些年来	vxnl
招贤纳士	vxnu
抓拍	vxpd
众星捧月	vxpy
中心区	vxq
抓起	vxqi
抓取	vxqu
中小企业	vxqy
这些人	vxr
抓人	vxrf
这些日子	vxrz
宅心仁厚	vxrh
中心思想	vxsx
这些天	vxtm|vxt
抓图	vxtu
中学生	vxug|vxu
直线上升	vxuu
直辖市	vxui
真心实意	vxuy
抓住	vxvu|vxv
抓着	vxve
只许州官放火	vxvh
只许州官放火，不许百姓点灯	vxvd
真心真意	vxvy
专心致志	vxvv
抓瞎	vxxx|vxx
朝夕相处	vxxi
朝夕相伴	vxxb
只限于	vxyu|vxy
抓药	vxyc
抓痒	vxyh
只羡鸳鸯不羡仙	vxyx
这下子	vxz
爪子	vxzi
抓贼	vxzw
职业病	vybk|vyb
准保	vybc
直言不讳	vybh
这一次	vyci|vyc
准点	vydm
中原地区	vydq
中央电视台	vydt
这样的话	vydh
周瑜打黄盖	vydg
